NumberOfRuns,CROSSOVER,NIND,MAXGEN,ELITIST,PR_CROSS,PR_MUT,stoppingCriteria,n_percentage,delta,InitializationMethode,RepresentationMethode,Time,ShortestPath,Generations
1,xalt_edges,128,100,0.05,0.05,0.95,3,0.6,100,1,1,0.2895812,2129.33982684933,13
2,xalt_edges,128,100,0.05,0.05,0.95,3,0.6,100,1,1,0.273861,2141.21149861752,13
3,xalt_edges,128,100,0.05,0.05,0.95,3,0.6,100,1,1,0.3638485,2075.19288477001,13
4,xalt_edges,128,100,0.05,0.05,0.95,3,0.6,100,1,1,0.1903356,1965.36926239613,13
5,xalt_edges,128,100,0.05,0.05,0.95,3,0.6,100,1,1,0.1625234,2204.08428278809,13
6,xalt_edges,128,100,0.05,0.05,0.95,3,0.6,100,1,1,0.1736823,2101.26827147636,13
7,xalt_edges,128,100,0.05,0.05,0.95,3,0.6,100,1,1,0.1633562,1859.74984211061,15
8,xalt_edges,128,100,0.05,0.05,0.95,3,0.6,100,1,1,0.1168329,2248.67941347952,11
9,xalt_edges,128,100,0.05,0.05,0.95,3,0.6,100,1,1,0.1266833,1917.93846296557,13
10,xalt_edges,128,100,0.05,0.05,0.95,3,0.6,100,1,1,0.1450434,1880.93116435696,13
