NumberOfRuns,CROSSOVER,NIND,MAXGEN,ELITIST,PR_CROSS,PR_MUT,stoppingCriteria,n_percentage,delta,InitializationMethode,RepresentationMethode,MutationMethode,Time,ShortestPath,Generations
7,x_orderx,300,300,0.1,0.15,0.15,4,0.5,70,2,2,insert,5.477777,1133.50257185043,300
8,x_orderx,300,300,0.1,0.15,0.15,4,0.5,70,2,2,insert,5.4727893,1084.97642911878,300
9,x_orderx,300,300,0.1,0.15,0.15,4,0.5,70,2,2,insert,5.4685051,1112.83530797836,300
10,x_orderx,300,300,0.1,0.15,0.15,4,0.5,70,2,2,insert,5.4555828,1121.56302776349,300
1,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.6300834,1133.77527103998,300
2,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.6227832,1119.20513689582,300
3,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.6462556,1103.270439986,300
4,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.6555092,1142.84288983671,300
5,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.6387039,1141.96123874013,300
6,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.6595951,1097.8170887414,300
7,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.6362716,1128.69239292439,300
8,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.6160217,1072.69032707201,300
9,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.6235725,1120.59583411056,300
10,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.5570477,1115.1618695946,300
1,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.5637504,1133.77527103998,300
2,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.5946519,1119.20513689582,300
3,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.6602905,1103.270439986,300
4,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.6166063,1142.84288983671,300
5,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.6322704,1141.96123874013,300
6,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.656538,1097.8170887414,300
7,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.6099198,1128.69239292439,300
8,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.6332685,1072.69032707201,300
9,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.8062226,1120.59583411056,300
10,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.6524657,1115.1618695946,300
1,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.6239286,1133.77527103998,300
2,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.6547391,1119.20513689582,300
3,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.6603136,1103.270439986,300
4,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.6295782,1142.84288983671,300
5,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.6313002,1141.96123874013,300
6,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.62192,1097.8170887414,300
7,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.6565574,1128.69239292439,300
8,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.638713,1072.69032707201,300
9,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.6369436,1120.59583411056,300
10,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,insert,6.6805689,1115.1618695946,300
1,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2204036,1143.55300152791,300
2,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2760924,1047.69396677973,300
3,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2422412,1111.20827405891,300
4,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2273307,1064.14727771439,300
5,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2246362,1069.89329668879,300
6,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2189789,1105.54745934277,300
7,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2646238,1118.45896371835,300
8,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2242958,1110.7694272026,300
9,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2240906,1084.92286338909,300
10,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2611558,1099.36328023228,300
1,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2581257,1143.55300152791,300
2,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2333787,1047.69396677973,300
3,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2921903,1111.20827405891,300
4,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2562706,1064.14727771439,300
5,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2467077,1069.89329668879,300
6,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2144594,1105.54745934277,300
7,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2417276,1118.45896371835,300
8,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2399021,1110.7694272026,300
9,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2658335,1084.92286338909,300
10,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2512902,1099.36328023228,300
1,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.224347,1143.55300152791,300
2,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2455831,1047.69396677973,300
3,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2521659,1111.20827405891,300
4,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2705918,1064.14727771439,300
5,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.273281,1069.89329668879,300
6,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2533786,1105.54745934277,300
7,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2601111,1118.45896371835,300
8,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2708544,1110.7694272026,300
9,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.232228,1084.92286338909,300
10,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,insert,6.2588367,1099.36328023228,300
1,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.7510467,1060.7110265443,300
2,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.7482967,1093.77507065598,300
3,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.7891649,1042.36421027778,300
4,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.7678278,1109.46114433579,300
5,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.7511299,1110.17399469971,300
6,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.751625,1057.77713846661,300
7,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.7405839,1055.91195146299,300
8,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.7940051,1128.65262586941,300
9,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.7686661,1027.24002012294,300
10,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.7699771,1091.27761073486,300
1,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.7744812,1060.7110265443,300
2,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.7741499,1093.77507065598,300
3,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.7653427,1042.36421027778,300
4,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.7576131,1109.46114433579,300
5,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.79615,1110.17399469971,300
6,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.778157,1057.77713846661,300
7,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.7770186,1055.91195146299,300
8,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.7795458,1128.65262586941,300
9,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.8039233,1027.24002012294,300
10,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.7937184,1091.27761073486,300
1,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.7633095,1060.7110265443,300
2,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.7883661,1093.77507065598,300
3,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.747524,1042.36421027778,300
4,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.7797178,1109.46114433579,300
5,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.7690488,1110.17399469971,300
6,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.7997171,1057.77713846661,300
7,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.7649793,1055.91195146299,300
8,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.7868776,1128.65262586941,300
9,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.7511241,1027.24002012294,300
10,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,insert,5.7769391,1091.27761073486,300
1,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.63626,1133.77527103998,300
2,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.5894477,1119.20513689582,300
3,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.6112778,1103.270439986,300
4,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.6492123,1142.84288983671,300
5,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.6872032,1141.96123874013,300
6,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.6533562,1097.8170887414,300
7,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.6229608,1128.69239292439,300
8,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.6393417,1072.69032707201,300
9,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.6656312,1120.59583411056,300
10,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.6218994,1115.1618695946,300
1,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.645715,1133.77527103998,300
2,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.6396928,1119.20513689582,300
3,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.6414344,1103.270439986,300
4,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.6341404,1142.84288983671,300
5,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.621891,1141.96123874013,300
6,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.6215278,1097.8170887414,300
7,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.6394863,1128.69239292439,300
8,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.6450339,1072.69032707201,300
9,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.7637516,1120.59583411056,300
10,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.6353166,1115.1618695946,300
1,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.6416332,1133.77527103998,300
2,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.6193771,1119.20513689582,300
3,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.6618558,1103.270439986,300
4,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.6365787,1142.84288983671,300
5,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.6202614,1141.96123874013,300
6,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.6562436,1097.8170887414,300
7,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.6254922,1128.69239292439,300
8,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.6157464,1072.69032707201,300
9,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.639221,1120.59583411056,300
10,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,insert,6.6172089,1115.1618695946,300
1,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2444447,1143.55300152791,300
2,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2760525,1047.69396677973,300
3,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2322903,1111.20827405891,300
4,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2339262,1064.14727771439,300
5,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2304385,1069.89329668879,300
6,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2536514,1105.54745934277,300
7,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2683655,1118.45896371835,300
8,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2420168,1110.7694272026,300
9,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2542744,1084.92286338909,300
10,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2429154,1099.36328023228,300
1,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2331213,1143.55300152791,300
2,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2723111,1047.69396677973,300
3,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2548147,1111.20827405891,300
4,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2991441,1064.14727771439,300
5,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2335306,1069.89329668879,300
6,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2331978,1105.54745934277,300
7,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2441085,1118.45896371835,300
8,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.274589,1110.7694272026,300
9,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2822504,1084.92286338909,300
10,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2529351,1099.36328023228,300
1,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2128676,1143.55300152791,300
2,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2216933,1047.69396677973,300
3,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2634523,1111.20827405891,300
4,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2610444,1064.14727771439,300
5,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2125379,1069.89329668879,300
6,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2717795,1105.54745934277,300
7,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2427922,1118.45896371835,300
8,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.251069,1110.7694272026,300
9,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2432437,1084.92286338909,300
10,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,insert,6.2571823,1099.36328023228,300
1,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.7590536,1060.7110265443,300
2,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.7762738,1093.77507065598,300
3,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.7356485,1042.36421027778,300
4,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.7647509,1109.46114433579,300
5,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.7687811,1110.17399469971,300
6,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.7437247,1057.77713846661,300
7,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.7837715,1055.91195146299,300
8,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.7673412,1128.65262586941,300
9,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.7648565,1027.24002012294,300
10,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.7801226,1091.27761073486,300
1,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.7466448,1060.7110265443,300
2,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.8060833,1093.77507065598,300
3,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.7521893,1042.36421027778,300
4,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,6.0210492,1109.46114433579,300
5,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.7938925,1110.17399469971,300
6,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.7560919,1057.77713846661,300
7,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.7465239,1055.91195146299,300
8,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.782489,1128.65262586941,300
9,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.7541814,1027.24002012294,300
10,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.7554705,1091.27761073486,300
1,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.7945708,1060.7110265443,300
2,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.7756437,1093.77507065598,300
3,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.8000916,1042.36421027778,300
4,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.7536286,1109.46114433579,300
5,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.7649783,1110.17399469971,300
6,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.7517582,1057.77713846661,300
7,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.7611034,1055.91195146299,300
8,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.7739853,1128.65262586941,300
9,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.7858669,1027.24002012294,300
10,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,insert,5.7600361,1091.27761073486,300
1,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6200508,1133.77527103998,300
2,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6307664,1119.20513689582,300
3,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6566873,1103.270439986,300
4,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6095868,1142.84288983671,300
5,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.638419,1141.96123874013,300
6,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6393866,1097.8170887414,300
7,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6162757,1128.69239292439,300
8,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6075735,1072.69032707201,300
9,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6088676,1120.59583411056,300
10,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6183365,1115.1618695946,300
1,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6628483,1133.77527103998,300
2,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6816776,1119.20513689582,300
3,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6513852,1103.270439986,300
4,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6462165,1142.84288983671,300
5,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6397514,1141.96123874013,300
6,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6522511,1097.8170887414,300
7,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6513648,1128.69239292439,300
8,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6461541,1072.69032707201,300
9,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6558966,1120.59583411056,300
10,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6132737,1115.1618695946,300
1,x_orderx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6571897,1133.77527103998,300
2,x_orderx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6396383,1119.20513689582,300
3,x_orderx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6453658,1103.270439986,300
4,x_orderx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6628326,1142.84288983671,300
5,x_orderx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6289418,1141.96123874013,300
6,x_orderx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6347035,1097.8170887414,300
7,x_orderx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6137542,1128.69239292439,300
8,x_orderx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6364999,1072.69032707201,300
9,x_orderx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6396909,1120.59583411056,300
10,x_orderx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,insert,6.6355187,1115.1618695946,300
1,xalt_edges,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2124255,1143.55300152791,300
2,xalt_edges,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2525648,1047.69396677973,300
3,xalt_edges,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2103377,1111.20827405891,300
4,xalt_edges,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2427772,1064.14727771439,300
5,xalt_edges,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2335644,1069.89329668879,300
6,xalt_edges,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.230467,1105.54745934277,300
7,xalt_edges,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2113166,1118.45896371835,300
8,xalt_edges,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2519015,1110.7694272026,300
9,xalt_edges,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.223388,1084.92286338909,300
10,xalt_edges,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2280417,1099.36328023228,300
1,xpmx,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2687872,1143.55300152791,300
2,xpmx,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2654338,1047.69396677973,300
3,xpmx,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2042764,1111.20827405891,300
4,xpmx,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2537187,1064.14727771439,300
5,xpmx,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2569037,1069.89329668879,300
6,xpmx,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2747311,1105.54745934277,300
7,xpmx,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2160593,1118.45896371835,300
8,xpmx,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2433577,1110.7694272026,300
9,xpmx,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2591919,1084.92286338909,300
10,xpmx,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2536952,1099.36328023228,300
1,x_orderx,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2375134,1143.55300152791,300
2,x_orderx,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2481624,1047.69396677973,300
3,x_orderx,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2515529,1111.20827405891,300
4,x_orderx,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2653457,1064.14727771439,300
5,x_orderx,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2398858,1069.89329668879,300
6,x_orderx,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2546967,1105.54745934277,300
7,x_orderx,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2605962,1118.45896371835,300
8,x_orderx,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2316565,1110.7694272026,300
9,x_orderx,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2730969,1084.92286338909,300
10,x_orderx,300,300,0.05,0.15,0.3,4,0.5,70,2,2,insert,6.2393059,1099.36328023228,300
1,xalt_edges,300,300,0.1,0.15,0.3,4,0.5,70,2,2,insert,5.7482693,1060.7110265443,300
2,xalt_edges,300,300,0.1,0.15,0.3,4,0.5,70,2,2,insert,5.8034886,1093.77507065598,300
3,xalt_edges,300,300,0.1,0.15,0.3,4,0.5,70,2,2,insert,5.770604,1042.36421027778,300
4,xalt_edges,300,300,0.1,0.15,0.3,4,0.5,70,2,2,insert,5.7590622,1109.46114433579,300
5,xalt_edges,300,300,0.1,0.15,0.3,4,0.5,70,2,2,insert,5.800158,1110.17399469971,300
6,xalt_edges,300,300,0.1,0.15,0.3,4,0.5,70,2,2,insert,5.7694204,1057.77713846661,300
7,xalt_edges,300,300,0.1,0.15,0.3,4,0.5,70,2,2,insert,7.3791542,1055.91195146299,300
8,xalt_edges,300,300,0.1,0.15,0.3,4,0.5,70,2,2,insert,5.9495479,1128.65262586941,300
9,xalt_edges,300,300,0.1,0.15,0.3,4,0.5,70,2,2,insert,6.0145845,1027.24002012294,300
