NumberOfRuns,CROSSOVER,NIND,MAXGEN,ELITIST,PR_CROSS,PR_MUT,stoppingCriteria,n_percentage,delta,InitializationMethode,RepresentationMethode,Time,ShortestPath,Generations
4,xalt_edges,128,100,0.05,1,0.05,4,1,1,1,1,3.1651662,1738.68699635326,100
5,xalt_edges,128,100,0.05,1,0.05,4,1,1,1,1,3.1692961,1738.68699635326,100
6,xalt_edges,128,100,0.05,1,0.05,4,1,1,1,1,3.2129943,1738.68699635326,100
7,xalt_edges,128,100,0.05,1,0.05,4,1,1,1,1,3.1966717,1738.68699635326,100
8,xalt_edges,128,100,0.05,1,0.05,4,1,1,1,1,3.1991028,1738.68699635326,100
9,xalt_edges,128,100,0.05,1,0.05,4,1,1,1,1,3.1736875,1738.68699635326,100
10,xalt_edges,128,100,0.05,1,0.05,4,1,1,1,1,3.2472832,1738.68699635326,100
1,xalt_edges,32,30,0,0.05,0.1,4,1,1,1,1,0.0517978,1966.14019214309,30
2,xalt_edges,32,30,0,0.05,0.1,4,1,1,1,1,0.0508492,1966.14019214309,30
3,xalt_edges,32,30,0,0.05,0.1,4,1,1,1,1,0.0511004,1966.14019214309,30
4,xalt_edges,32,30,0,0.05,0.1,4,1,1,1,1,0.05617,1966.14019214309,30
5,xalt_edges,32,30,0,0.05,0.1,4,1,1,1,1,0.0505668,1966.14019214309,30
6,xalt_edges,32,30,0,0.05,0.1,4,1,1,1,1,0.0501161,1966.14019214309,30
7,xalt_edges,32,30,0,0.05,0.1,4,1,1,1,1,0.0505844,1966.14019214309,30
8,xalt_edges,32,30,0,0.05,0.1,4,1,1,1,1,0.0514624,1966.14019214309,30
9,xalt_edges,32,30,0,0.05,0.1,4,1,1,1,1,0.0518055,1966.14019214309,30
10,xalt_edges,32,30,0,0.05,0.1,4,1,1,1,1,0.0512981,1966.14019214309,30
1,xalt_edges,64,30,0,0.05,0.1,4,1,1,1,1,0.0916572,2176.79140244134,30
2,xalt_edges,64,30,0,0.05,0.1,4,1,1,1,1,0.0897366,2176.79140244134,30
3,xalt_edges,64,30,0,0.05,0.1,4,1,1,1,1,0.0887071,2176.79140244134,30
4,xalt_edges,64,30,0,0.05,0.1,4,1,1,1,1,0.0884379,2176.79140244134,30
5,xalt_edges,64,30,0,0.05,0.1,4,1,1,1,1,0.0885119,2176.79140244134,30
6,xalt_edges,64,30,0,0.05,0.1,4,1,1,1,1,0.0912802,2176.79140244134,30
7,xalt_edges,64,30,0,0.05,0.1,4,1,1,1,1,0.0942375,2176.79140244134,30
8,xalt_edges,64,30,0,0.05,0.1,4,1,1,1,1,0.0993272,2176.79140244134,30
9,xalt_edges,64,30,0,0.05,0.1,4,1,1,1,1,0.0888981,2176.79140244134,30
10,xalt_edges,64,30,0,0.05,0.1,4,1,1,1,1,0.091268,2176.79140244134,30
1,xalt_edges,96,30,0,0.05,0.1,4,1,1,1,1,0.1251249,1887.22887185657,30
2,xalt_edges,96,30,0,0.05,0.1,4,1,1,1,1,0.1273225,1887.22887185657,30
3,xalt_edges,96,30,0,0.05,0.1,4,1,1,1,1,0.1250748,1887.22887185657,30
4,xalt_edges,96,30,0,0.05,0.1,4,1,1,1,1,0.1247063,1887.22887185657,30
5,xalt_edges,96,30,0,0.05,0.1,4,1,1,1,1,0.1251535,1887.22887185657,30
6,xalt_edges,96,30,0,0.05,0.1,4,1,1,1,1,0.1326157,1887.22887185657,30
7,xalt_edges,96,30,0,0.05,0.1,4,1,1,1,1,0.1275651,1887.22887185657,30
8,xalt_edges,96,30,0,0.05,0.1,4,1,1,1,1,0.1273726,1887.22887185657,30
9,xalt_edges,96,30,0,0.05,0.1,4,1,1,1,1,0.1257001,1887.22887185657,30
10,xalt_edges,96,30,0,0.05,0.1,4,1,1,1,1,0.1284271,1887.22887185657,30
1,xalt_edges,128,30,0,0.05,0.1,4,1,1,1,1,0.1733517,1746.96898924993,30
2,xalt_edges,128,30,0,0.05,0.1,4,1,1,1,1,0.1727397,1746.96898924993,30
3,xalt_edges,128,30,0,0.05,0.1,4,1,1,1,1,0.1835625,1746.96898924993,30
4,xalt_edges,128,30,0,0.05,0.1,4,1,1,1,1,0.1801139,1746.96898924993,30
5,xalt_edges,128,30,0,0.05,0.1,4,1,1,1,1,0.1727622,1746.96898924993,30
6,xalt_edges,128,30,0,0.05,0.1,4,1,1,1,1,0.1804353,1746.96898924993,30
7,xalt_edges,128,30,0,0.05,0.1,4,1,1,1,1,0.1741059,1746.96898924993,30
8,xalt_edges,128,30,0,0.05,0.1,4,1,1,1,1,0.1781266,1746.96898924993,30
9,xalt_edges,128,30,0,0.05,0.1,4,1,1,1,1,0.1853615,1746.96898924993,30
10,xalt_edges,128,30,0,0.05,0.1,4,1,1,1,1,0.181017,1746.96898924993,30
1,xalt_edges,32,40,0,0.05,0.1,4,1,1,1,1,0.0665378,1948.13530509883,40
2,xalt_edges,32,40,0,0.05,0.1,4,1,1,1,1,0.0629327,1948.13530509883,40
3,xalt_edges,32,40,0,0.05,0.1,4,1,1,1,1,0.0629407,1948.13530509883,40
4,xalt_edges,32,40,0,0.05,0.1,4,1,1,1,1,0.0641355,1948.13530509883,40
5,xalt_edges,32,40,0,0.05,0.1,4,1,1,1,1,0.0635065,1948.13530509883,40
6,xalt_edges,32,40,0,0.05,0.1,4,1,1,1,1,0.0627458,1948.13530509883,40
7,xalt_edges,32,40,0,0.05,0.1,4,1,1,1,1,0.0631726,1948.13530509883,40
8,xalt_edges,32,40,0,0.05,0.1,4,1,1,1,1,0.0628228,1948.13530509883,40
9,xalt_edges,32,40,0,0.05,0.1,4,1,1,1,1,0.0719047,1948.13530509883,40
10,xalt_edges,32,40,0,0.05,0.1,4,1,1,1,1,0.0877774,1948.13530509883,40
1,xalt_edges,64,40,0,0.05,0.1,4,1,1,1,1,0.1328874,2108.64401637744,40
2,xalt_edges,64,40,0,0.05,0.1,4,1,1,1,1,0.1208324,2108.64401637744,40
3,xalt_edges,64,40,0,0.05,0.1,4,1,1,1,1,0.1222785,2108.64401637744,40
4,xalt_edges,64,40,0,0.05,0.1,4,1,1,1,1,0.1190611,2108.64401637744,40
5,xalt_edges,64,40,0,0.05,0.1,4,1,1,1,1,0.1211531,2108.64401637744,40
6,xalt_edges,64,40,0,0.05,0.1,4,1,1,1,1,0.1214003,2108.64401637744,40
7,xalt_edges,64,40,0,0.05,0.1,4,1,1,1,1,0.1180303,2108.64401637744,40
8,xalt_edges,64,40,0,0.05,0.1,4,1,1,1,1,0.1188554,2108.64401637744,40
9,xalt_edges,64,40,0,0.05,0.1,4,1,1,1,1,0.1227344,2108.64401637744,40
10,xalt_edges,64,40,0,0.05,0.1,4,1,1,1,1,0.1188234,2108.64401637744,40
1,xalt_edges,96,40,0,0.05,0.1,4,1,1,1,1,0.1660842,1796.5688200806,40
2,xalt_edges,96,40,0,0.05,0.1,4,1,1,1,1,0.1890617,1796.5688200806,40
3,xalt_edges,96,40,0,0.05,0.1,4,1,1,1,1,0.1691438,1796.5688200806,40
4,xalt_edges,96,40,0,0.05,0.1,4,1,1,1,1,0.1729664,1796.5688200806,40
5,xalt_edges,96,40,0,0.05,0.1,4,1,1,1,1,0.1780519,1796.5688200806,40
6,xalt_edges,96,40,0,0.05,0.1,4,1,1,1,1,0.1716575,1796.5688200806,40
7,xalt_edges,96,40,0,0.05,0.1,4,1,1,1,1,0.1689031,1796.5688200806,40
8,xalt_edges,96,40,0,0.05,0.1,4,1,1,1,1,0.1734142,1796.5688200806,40
9,xalt_edges,96,40,0,0.05,0.1,4,1,1,1,1,0.1883609,1796.5688200806,40
10,xalt_edges,96,40,0,0.05,0.1,4,1,1,1,1,0.1817633,1796.5688200806,40
1,xalt_edges,128,40,0,0.05,0.1,4,1,1,1,1,0.2325169,1699.21685107976,40
2,xalt_edges,128,40,0,0.05,0.1,4,1,1,1,1,0.2276605,1699.21685107976,40
3,xalt_edges,128,40,0,0.05,0.1,4,1,1,1,1,0.2266434,1699.21685107976,40
4,xalt_edges,128,40,0,0.05,0.1,4,1,1,1,1,0.2239442,1699.21685107976,40
5,xalt_edges,128,40,0,0.05,0.1,4,1,1,1,1,0.2365205,1699.21685107976,40
6,xalt_edges,128,40,0,0.05,0.1,4,1,1,1,1,0.3090981,1699.21685107976,40
7,xalt_edges,128,40,0,0.05,0.1,4,1,1,1,1,0.2257731,1699.21685107976,40
8,xalt_edges,128,40,0,0.05,0.1,4,1,1,1,1,0.2245945,1699.21685107976,40
9,xalt_edges,128,40,0,0.05,0.1,4,1,1,1,1,0.2302142,1699.21685107976,40
10,xalt_edges,128,40,0,0.05,0.1,4,1,1,1,1,0.2369129,1699.21685107976,40
1,xalt_edges,32,60,0,0.05,0.1,4,1,1,1,1,0.098077,1821.92827410199,60
2,xalt_edges,32,60,0,0.05,0.1,4,1,1,1,1,0.0898897,1821.92827410199,60
3,xalt_edges,32,60,0,0.05,0.1,4,1,1,1,1,0.0918402,1821.92827410199,60
4,xalt_edges,32,60,0,0.05,0.1,4,1,1,1,1,0.0895772,1821.92827410199,60
5,xalt_edges,32,60,0,0.05,0.1,4,1,1,1,1,0.0938598,1821.92827410199,60
6,xalt_edges,32,60,0,0.05,0.1,4,1,1,1,1,0.0908744,1821.92827410199,60
7,xalt_edges,32,60,0,0.05,0.1,4,1,1,1,1,0.106916,1821.92827410199,60
8,xalt_edges,32,60,0,0.05,0.1,4,1,1,1,1,0.0920533,1821.92827410199,60
9,xalt_edges,32,60,0,0.05,0.1,4,1,1,1,1,0.0959258,1821.92827410199,60
10,xalt_edges,32,60,0,0.05,0.1,4,1,1,1,1,0.0917973,1821.92827410199,60
1,xalt_edges,64,60,0,0.05,0.1,4,1,1,1,1,0.1723105,1884.6329668949,60
2,xalt_edges,64,60,0,0.05,0.1,4,1,1,1,1,0.1751632,1884.6329668949,60
3,xalt_edges,64,60,0,0.05,0.1,4,1,1,1,1,0.1773438,1884.6329668949,60
4,xalt_edges,64,60,0,0.05,0.1,4,1,1,1,1,0.1803319,1884.6329668949,60
5,xalt_edges,64,60,0,0.05,0.1,4,1,1,1,1,0.1752045,1884.6329668949,60
6,xalt_edges,64,60,0,0.05,0.1,4,1,1,1,1,0.1734066,1884.6329668949,60
7,xalt_edges,64,60,0,0.05,0.1,4,1,1,1,1,0.1744748,1884.6329668949,60
8,xalt_edges,64,60,0,0.05,0.1,4,1,1,1,1,0.1686255,1884.6329668949,60
9,xalt_edges,64,60,0,0.05,0.1,4,1,1,1,1,0.1673899,1884.6329668949,60
10,xalt_edges,64,60,0,0.05,0.1,4,1,1,1,1,0.1787206,1884.6329668949,60
1,xalt_edges,96,60,0,0.05,0.1,4,1,1,1,1,0.2479055,1640.59790745488,60
2,xalt_edges,96,60,0,0.05,0.1,4,1,1,1,1,0.2466218,1640.59790745488,60
3,xalt_edges,96,60,0,0.05,0.1,4,1,1,1,1,0.2616565,1640.59790745488,60
4,xalt_edges,96,60,0,0.05,0.1,4,1,1,1,1,0.3024751,1640.59790745488,60
5,xalt_edges,96,60,0,0.05,0.1,4,1,1,1,1,0.246723,1640.59790745488,60
6,xalt_edges,96,60,0,0.05,0.1,4,1,1,1,1,0.2460962,1640.59790745488,60
7,xalt_edges,96,60,0,0.05,0.1,4,1,1,1,1,0.246982,1640.59790745488,60
8,xalt_edges,96,60,0,0.05,0.1,4,1,1,1,1,0.2575865,1640.59790745488,60
9,xalt_edges,96,60,0,0.05,0.1,4,1,1,1,1,0.4458535,1640.59790745488,60
10,xalt_edges,96,60,0,0.05,0.1,4,1,1,1,1,0.2716371,1640.59790745488,60
1,xalt_edges,128,60,0,0.05,0.1,4,1,1,1,1,0.4736175,1573.56246833355,60
2,xalt_edges,128,60,0,0.05,0.1,4,1,1,1,1,0.5495958,1573.56246833355,60
3,xalt_edges,128,60,0,0.05,0.1,4,1,1,1,1,0.3407323,1573.56246833355,60
4,xalt_edges,128,60,0,0.05,0.1,4,1,1,1,1,0.3362909,1573.56246833355,60
5,xalt_edges,128,60,0,0.05,0.1,4,1,1,1,1,0.3396824,1573.56246833355,60
6,xalt_edges,128,60,0,0.05,0.1,4,1,1,1,1,0.3417804,1573.56246833355,60
7,xalt_edges,128,60,0,0.05,0.1,4,1,1,1,1,0.3394664,1573.56246833355,60
8,xalt_edges,128,60,0,0.05,0.1,4,1,1,1,1,0.4800217,1573.56246833355,60
9,xalt_edges,128,60,0,0.05,0.1,4,1,1,1,1,0.38741,1573.56246833355,60
10,xalt_edges,128,60,0,0.05,0.1,4,1,1,1,1,0.5478683,1573.56246833355,60
1,xalt_edges,32,80,0,0.05,0.1,4,1,1,1,1,0.1237759,1731.78327519081,80
2,xalt_edges,32,80,0,0.05,0.1,4,1,1,1,1,0.1258506,1731.78327519081,80
3,xalt_edges,32,80,0,0.05,0.1,4,1,1,1,1,0.1248711,1731.78327519081,80
4,xalt_edges,32,80,0,0.05,0.1,4,1,1,1,1,0.1234173,1731.78327519081,80
5,xalt_edges,32,80,0,0.05,0.1,4,1,1,1,1,0.1227449,1731.78327519081,80
6,xalt_edges,32,80,0,0.05,0.1,4,1,1,1,1,0.1212068,1731.78327519081,80
7,xalt_edges,32,80,0,0.05,0.1,4,1,1,1,1,0.119471,1731.78327519081,80
8,xalt_edges,32,80,0,0.05,0.1,4,1,1,1,1,0.1323484,1731.78327519081,80
9,xalt_edges,32,80,0,0.05,0.1,4,1,1,1,1,0.1224966,1731.78327519081,80
10,xalt_edges,32,80,0,0.05,0.1,4,1,1,1,1,0.1264281,1731.78327519081,80
1,xalt_edges,64,80,0,0.05,0.1,4,1,1,1,1,0.2296527,1806.35071035348,80
2,xalt_edges,64,80,0,0.05,0.1,4,1,1,1,1,0.2302584,1806.35071035348,80
3,xalt_edges,64,80,0,0.05,0.1,4,1,1,1,1,0.2280209,1806.35071035348,80
4,xalt_edges,64,80,0,0.05,0.1,4,1,1,1,1,0.2420389,1806.35071035348,80
5,xalt_edges,64,80,0,0.05,0.1,4,1,1,1,1,0.2250811,1806.35071035348,80
6,xalt_edges,64,80,0,0.05,0.1,4,1,1,1,1,0.2300305,1806.35071035348,80
7,xalt_edges,64,80,0,0.05,0.1,4,1,1,1,1,0.2254363,1806.35071035348,80
8,xalt_edges,64,80,0,0.05,0.1,4,1,1,1,1,0.2363522,1806.35071035348,80
9,xalt_edges,64,80,0,0.05,0.1,4,1,1,1,1,0.2254497,1806.35071035348,80
10,xalt_edges,64,80,0,0.05,0.1,4,1,1,1,1,0.2297647,1806.35071035348,80
1,xalt_edges,96,80,0,0.05,0.1,4,1,1,1,1,0.3229493,1560.74560762884,80
2,xalt_edges,96,80,0,0.05,0.1,4,1,1,1,1,0.3420248,1560.74560762884,80
3,xalt_edges,96,80,0,0.05,0.1,4,1,1,1,1,0.3569436,1560.74560762884,80
4,xalt_edges,96,80,0,0.05,0.1,4,1,1,1,1,0.3936587,1560.74560762884,80
5,xalt_edges,96,80,0,0.05,0.1,4,1,1,1,1,0.4041883,1560.74560762884,80
6,xalt_edges,96,80,0,0.05,0.1,4,1,1,1,1,0.4277182,1560.74560762884,80
7,xalt_edges,96,80,0,0.05,0.1,4,1,1,1,1,0.6450252,1560.74560762884,80
8,xalt_edges,96,80,0,0.05,0.1,4,1,1,1,1,0.4140741,1560.74560762884,80
9,xalt_edges,96,80,0,0.05,0.1,4,1,1,1,1,0.3382798,1560.74560762884,80
10,xalt_edges,96,80,0,0.05,0.1,4,1,1,1,1,0.3229725,1560.74560762884,80
1,xalt_edges,128,80,0,0.05,0.1,4,1,1,1,1,0.814003,1516.1017134439,80
2,xalt_edges,128,80,0,0.05,0.1,4,1,1,1,1,0.4374783,1516.1017134439,80
3,xalt_edges,128,80,0,0.05,0.1,4,1,1,1,1,0.4363259,1516.1017134439,80
4,xalt_edges,128,80,0,0.05,0.1,4,1,1,1,1,0.4359104,1516.1017134439,80
5,xalt_edges,128,80,0,0.05,0.1,4,1,1,1,1,0.4991482,1516.1017134439,80
6,xalt_edges,128,80,0,0.05,0.1,4,1,1,1,1,0.4835527,1516.1017134439,80
7,xalt_edges,128,80,0,0.05,0.1,4,1,1,1,1,0.4405805,1516.1017134439,80
8,xalt_edges,128,80,0,0.05,0.1,4,1,1,1,1,0.4294251,1516.1017134439,80
9,xalt_edges,128,80,0,0.05,0.1,4,1,1,1,1,0.5342304,1516.1017134439,80
10,xalt_edges,128,80,0,0.05,0.1,4,1,1,1,1,0.5141619,1516.1017134439,80
1,xalt_edges,32,100,0,0.05,0.1,4,1,1,1,1,0.1754206,1659.17648886264,100
2,xalt_edges,32,100,0,0.05,0.1,4,1,1,1,1,0.1736741,1659.17648886264,100
3,xalt_edges,32,100,0,0.05,0.1,4,1,1,1,1,0.1548793,1659.17648886264,100
4,xalt_edges,32,100,0,0.05,0.1,4,1,1,1,1,0.1505972,1659.17648886264,100
5,xalt_edges,32,100,0,0.05,0.1,4,1,1,1,1,0.1856394,1659.17648886264,100
6,xalt_edges,32,100,0,0.05,0.1,4,1,1,1,1,0.2264836,1659.17648886264,100
7,xalt_edges,32,100,0,0.05,0.1,4,1,1,1,1,0.2642819,1659.17648886264,100
8,xalt_edges,32,100,0,0.05,0.1,4,1,1,1,1,0.2133898,1659.17648886264,100
9,xalt_edges,32,100,0,0.05,0.1,4,1,1,1,1,0.2107121,1659.17648886264,100
10,xalt_edges,32,100,0,0.05,0.1,4,1,1,1,1,0.1760329,1659.17648886264,100
1,xalt_edges,64,100,0,0.05,0.1,4,1,1,1,1,0.2748912,1691.00230291135,100
2,xalt_edges,64,100,0,0.05,0.1,4,1,1,1,1,0.3709391,1691.00230291135,100
3,xalt_edges,64,100,0,0.05,0.1,4,1,1,1,1,0.4718216,1691.00230291135,100
4,xalt_edges,64,100,0,0.05,0.1,4,1,1,1,1,0.3111729,1691.00230291135,100
5,xalt_edges,64,100,0,0.05,0.1,4,1,1,1,1,0.4292842,1691.00230291135,100
6,xalt_edges,64,100,0,0.05,0.1,4,1,1,1,1,0.4385319,1691.00230291135,100
7,xalt_edges,64,100,0,0.05,0.1,4,1,1,1,1,0.621869,1691.00230291135,100
8,xalt_edges,64,100,0,0.05,0.1,4,1,1,1,1,0.4221195,1691.00230291135,100
9,xalt_edges,64,100,0,0.05,0.1,4,1,1,1,1,0.3575449,1691.00230291135,100
10,xalt_edges,64,100,0,0.05,0.1,4,1,1,1,1,0.3065895,1691.00230291135,100
1,xalt_edges,96,100,0,0.05,0.1,4,1,1,1,1,0.4274569,1430.26920225077,100
2,xalt_edges,96,100,0,0.05,0.1,4,1,1,1,1,0.4043443,1430.26920225077,100
3,xalt_edges,96,100,0,0.05,0.1,4,1,1,1,1,0.4023715,1430.26920225077,100
4,xalt_edges,96,100,0,0.05,0.1,4,1,1,1,1,0.4119711,1430.26920225077,100
5,xalt_edges,96,100,0,0.05,0.1,4,1,1,1,1,0.4065986,1430.26920225077,100
6,xalt_edges,96,100,0,0.05,0.1,4,1,1,1,1,0.4123651,1430.26920225077,100
7,xalt_edges,96,100,0,0.05,0.1,4,1,1,1,1,0.9298035,1430.26920225077,100
8,xalt_edges,96,100,0,0.05,0.1,4,1,1,1,1,0.5051248,1430.26920225077,100
9,xalt_edges,96,100,0,0.05,0.1,4,1,1,1,1,0.5173659,1430.26920225077,100
10,xalt_edges,96,100,0,0.05,0.1,4,1,1,1,1,0.5363312,1430.26920225077,100
1,xalt_edges,128,100,0,0.05,0.1,4,1,1,1,1,0.6585603,1458.45705883857,100
2,xalt_edges,128,100,0,0.05,0.1,4,1,1,1,1,0.5473045,1458.45705883857,100
3,xalt_edges,128,100,0,0.05,0.1,4,1,1,1,1,0.5591005,1458.45705883857,100
4,xalt_edges,128,100,0,0.05,0.1,4,1,1,1,1,0.5760275,1458.45705883857,100
5,xalt_edges,128,100,0,0.05,0.1,4,1,1,1,1,0.5608416,1458.45705883857,100
6,xalt_edges,128,100,0,0.05,0.1,4,1,1,1,1,0.5666434,1458.45705883857,100
7,xalt_edges,128,100,0,0.05,0.1,4,1,1,1,1,0.6330407,1458.45705883857,100
8,xalt_edges,128,100,0,0.05,0.1,4,1,1,1,1,0.5460974,1458.45705883857,100
9,xalt_edges,128,100,0,0.05,0.1,4,1,1,1,1,0.537598,1458.45705883857,100
10,xalt_edges,128,100,0,0.05,0.1,4,1,1,1,1,0.5427888,1458.45705883857,100
1,xalt_edges,32,30,0.05,0.05,0.1,4,1,1,1,1,0.0468592,2268.71033509483,30
2,xalt_edges,32,30,0.05,0.05,0.1,4,1,1,1,1,0.0460979,2268.71033509483,30
3,xalt_edges,32,30,0.05,0.05,0.1,4,1,1,1,1,0.0466363,2268.71033509483,30
4,xalt_edges,32,30,0.05,0.05,0.1,4,1,1,1,1,0.0471755,2268.71033509483,30
5,xalt_edges,32,30,0.05,0.05,0.1,4,1,1,1,1,0.0464182,2268.71033509483,30
6,xalt_edges,32,30,0.05,0.05,0.1,4,1,1,1,1,0.046304,2268.71033509483,30
7,xalt_edges,32,30,0.05,0.05,0.1,4,1,1,1,1,0.0471588,2268.71033509483,30
8,xalt_edges,32,30,0.05,0.05,0.1,4,1,1,1,1,0.0461262,2268.71033509483,30
9,xalt_edges,32,30,0.05,0.05,0.1,4,1,1,1,1,0.0462762,2268.71033509483,30
10,xalt_edges,32,30,0.05,0.05,0.1,4,1,1,1,1,0.0467194,2268.71033509483,30
1,xalt_edges,64,30,0.05,0.05,0.1,4,1,1,1,1,0.0986866,2342.04389833885,30
2,xalt_edges,64,30,0.05,0.05,0.1,4,1,1,1,1,0.0896047,2342.04389833885,30
3,xalt_edges,64,30,0.05,0.05,0.1,4,1,1,1,1,0.095536,2342.04389833885,30
4,xalt_edges,64,30,0.05,0.05,0.1,4,1,1,1,1,0.090892,2342.04389833885,30
5,xalt_edges,64,30,0.05,0.05,0.1,4,1,1,1,1,0.0848333,2342.04389833885,30
6,xalt_edges,64,30,0.05,0.05,0.1,4,1,1,1,1,0.0926957,2342.04389833885,30
7,xalt_edges,64,30,0.05,0.05,0.1,4,1,1,1,1,0.0885599,2342.04389833885,30
8,xalt_edges,64,30,0.05,0.05,0.1,4,1,1,1,1,0.095307,2342.04389833885,30
9,xalt_edges,64,30,0.05,0.05,0.1,4,1,1,1,1,0.106901,2342.04389833885,30
10,xalt_edges,64,30,0.05,0.05,0.1,4,1,1,1,1,0.0962954,2342.04389833885,30
1,xalt_edges,96,30,0.05,0.05,0.1,4,1,1,1,1,0.131684,1785.93489741497,30
2,xalt_edges,96,30,0.05,0.05,0.1,4,1,1,1,1,0.1505295,1785.93489741497,30
3,xalt_edges,96,30,0.05,0.05,0.1,4,1,1,1,1,0.120874,1785.93489741497,30
4,xalt_edges,96,30,0.05,0.05,0.1,4,1,1,1,1,0.1193897,1785.93489741497,30
5,xalt_edges,96,30,0.05,0.05,0.1,4,1,1,1,1,0.1228046,1785.93489741497,30
6,xalt_edges,96,30,0.05,0.05,0.1,4,1,1,1,1,0.122252,1785.93489741497,30
7,xalt_edges,96,30,0.05,0.05,0.1,4,1,1,1,1,0.1253329,1785.93489741497,30
8,xalt_edges,96,30,0.05,0.05,0.1,4,1,1,1,1,0.1292522,1785.93489741497,30
9,xalt_edges,96,30,0.05,0.05,0.1,4,1,1,1,1,0.2324797,1785.93489741497,30
10,xalt_edges,96,30,0.05,0.05,0.1,4,1,1,1,1,0.1388764,1785.93489741497,30
1,xalt_edges,128,30,0.05,0.05,0.1,4,1,1,1,1,0.1648984,1999.94149095978,30
2,xalt_edges,128,30,0.05,0.05,0.1,4,1,1,1,1,0.1936718,1999.94149095978,30
3,xalt_edges,128,30,0.05,0.05,0.1,4,1,1,1,1,0.2818425,1999.94149095978,30
4,xalt_edges,128,30,0.05,0.05,0.1,4,1,1,1,1,0.1888583,1999.94149095978,30
5,xalt_edges,128,30,0.05,0.05,0.1,4,1,1,1,1,0.1808337,1999.94149095978,30
6,xalt_edges,128,30,0.05,0.05,0.1,4,1,1,1,1,0.1919881,1999.94149095978,30
7,xalt_edges,128,30,0.05,0.05,0.1,4,1,1,1,1,0.161402,1999.94149095978,30
8,xalt_edges,128,30,0.05,0.05,0.1,4,1,1,1,1,0.1607281,1999.94149095978,30
9,xalt_edges,128,30,0.05,0.05,0.1,4,1,1,1,1,0.1662117,1999.94149095978,30
10,xalt_edges,128,30,0.05,0.05,0.1,4,1,1,1,1,0.2546513,1999.94149095978,30
1,xalt_edges,32,40,0.05,0.05,0.1,4,1,1,1,1,0.0644305,2227.27625264107,40
2,xalt_edges,32,40,0.05,0.05,0.1,4,1,1,1,1,0.0636184,2227.27625264107,40
3,xalt_edges,32,40,0.05,0.05,0.1,4,1,1,1,1,0.0657802,2227.27625264107,40
4,xalt_edges,32,40,0.05,0.05,0.1,4,1,1,1,1,0.0607493,2227.27625264107,40
5,xalt_edges,32,40,0.05,0.05,0.1,4,1,1,1,1,0.062517,2227.27625264107,40
6,xalt_edges,32,40,0.05,0.05,0.1,4,1,1,1,1,0.0729676,2227.27625264107,40
7,xalt_edges,32,40,0.05,0.05,0.1,4,1,1,1,1,0.0731248,2227.27625264107,40
8,xalt_edges,32,40,0.05,0.05,0.1,4,1,1,1,1,0.0693004,2227.27625264107,40
9,xalt_edges,32,40,0.05,0.05,0.1,4,1,1,1,1,0.0633398,2227.27625264107,40
10,xalt_edges,32,40,0.05,0.05,0.1,4,1,1,1,1,0.0676367,2227.27625264107,40
1,xalt_edges,64,40,0.05,0.05,0.1,4,1,1,1,1,0.1299087,2235.89017416009,40
2,xalt_edges,64,40,0.05,0.05,0.1,4,1,1,1,1,0.1958855,2235.89017416009,40
3,xalt_edges,64,40,0.05,0.05,0.1,4,1,1,1,1,0.1247329,2235.89017416009,40
4,xalt_edges,64,40,0.05,0.05,0.1,4,1,1,1,1,0.1249191,2235.89017416009,40
5,xalt_edges,64,40,0.05,0.05,0.1,4,1,1,1,1,0.1196235,2235.89017416009,40
6,xalt_edges,64,40,0.05,0.05,0.1,4,1,1,1,1,0.1165809,2235.89017416009,40
7,xalt_edges,64,40,0.05,0.05,0.1,4,1,1,1,1,0.1141135,2235.89017416009,40
8,xalt_edges,64,40,0.05,0.05,0.1,4,1,1,1,1,0.1182883,2235.89017416009,40
9,xalt_edges,64,40,0.05,0.05,0.1,4,1,1,1,1,0.1150446,2235.89017416009,40
10,xalt_edges,64,40,0.05,0.05,0.1,4,1,1,1,1,0.1401519,2235.89017416009,40
1,xalt_edges,96,40,0.05,0.05,0.1,4,1,1,1,1,0.2446098,1699.64150830923,40
2,xalt_edges,96,40,0.05,0.05,0.1,4,1,1,1,1,0.1668398,1699.64150830923,40
3,xalt_edges,96,40,0.05,0.05,0.1,4,1,1,1,1,0.2028899,1699.64150830923,40
4,xalt_edges,96,40,0.05,0.05,0.1,4,1,1,1,1,0.1695877,1699.64150830923,40
5,xalt_edges,96,40,0.05,0.05,0.1,4,1,1,1,1,0.1725171,1699.64150830923,40
6,xalt_edges,96,40,0.05,0.05,0.1,4,1,1,1,1,0.1594527,1699.64150830923,40
7,xalt_edges,96,40,0.05,0.05,0.1,4,1,1,1,1,0.1605032,1699.64150830923,40
8,xalt_edges,96,40,0.05,0.05,0.1,4,1,1,1,1,0.1601267,1699.64150830923,40
9,xalt_edges,96,40,0.05,0.05,0.1,4,1,1,1,1,0.1654399,1699.64150830923,40
10,xalt_edges,96,40,0.05,0.05,0.1,4,1,1,1,1,0.1598474,1699.64150830923,40
1,xalt_edges,128,40,0.05,0.05,0.1,4,1,1,1,1,0.2189199,1951.77353634216,40
2,xalt_edges,128,40,0.05,0.05,0.1,4,1,1,1,1,0.2239319,1951.77353634216,40
3,xalt_edges,128,40,0.05,0.05,0.1,4,1,1,1,1,0.2269918,1951.77353634216,40
4,xalt_edges,128,40,0.05,0.05,0.1,4,1,1,1,1,0.2209617,1951.77353634216,40
