NumberOfRuns,CROSSOVER,NIND,MAXGEN,ELITIST,PR_CROSS,PR_MUT,stoppingCriteria,n_percentage,delta,InitializationMethode,RepresentationMethode,Time,ShortestPath,Generations
9,xalt_edges,32,60,0.05,0.9,0.1,4,1,1,1,1,0.5738094,1676.15581924894,60
10,xalt_edges,32,60,0.05,0.9,0.1,4,1,1,1,1,0.6538689,1676.15581924894,60
1,xalt_edges,64,60,0.05,0.9,0.1,4,1,1,1,1,1.2419292,1471.06035610424,60
2,xalt_edges,64,60,0.05,0.9,0.1,4,1,1,1,1,1.1262032,1471.06035610424,60
3,xalt_edges,64,60,0.05,0.9,0.1,4,1,1,1,1,1.2205319,1471.06035610424,60
4,xalt_edges,64,60,0.05,0.9,0.1,4,1,1,1,1,0.9663029,1471.06035610424,60
5,xalt_edges,64,60,0.05,0.9,0.1,4,1,1,1,1,0.951697,1471.06035610424,60
6,xalt_edges,64,60,0.05,0.9,0.1,4,1,1,1,1,1.0191473,1471.06035610424,60
7,xalt_edges,64,60,0.05,0.9,0.1,4,1,1,1,1,0.9615714,1471.06035610424,60
8,xalt_edges,64,60,0.05,0.9,0.1,4,1,1,1,1,1.158566,1471.06035610424,60
9,xalt_edges,64,60,0.05,0.9,0.1,4,1,1,1,1,1.0395953,1471.06035610424,60
10,xalt_edges,64,60,0.05,0.9,0.1,4,1,1,1,1,0.9769839,1471.06035610424,60
1,xalt_edges,96,60,0.05,0.9,0.1,4,1,1,1,1,1.8808168,1670.90133973843,60
2,xalt_edges,96,60,0.05,0.9,0.1,4,1,1,1,1,1.3905809,1670.90133973843,60
3,xalt_edges,96,60,0.05,0.9,0.1,4,1,1,1,1,1.4944284,1670.90133973843,60
4,xalt_edges,96,60,0.05,0.9,0.1,4,1,1,1,1,1.7236175,1670.90133973843,60
5,xalt_edges,96,60,0.05,0.9,0.1,4,1,1,1,1,1.35343,1670.90133973843,60
6,xalt_edges,96,60,0.05,0.9,0.1,4,1,1,1,1,1.4270931,1670.90133973843,60
7,xalt_edges,96,60,0.05,0.9,0.1,4,1,1,1,1,1.8405518,1670.90133973843,60
8,xalt_edges,96,60,0.05,0.9,0.1,4,1,1,1,1,1.5925627,1670.90133973843,60
9,xalt_edges,96,60,0.05,0.9,0.1,4,1,1,1,1,1.8574554,1670.90133973843,60
10,xalt_edges,96,60,0.05,0.9,0.1,4,1,1,1,1,1.5490739,1670.90133973843,60
1,xalt_edges,128,60,0.05,0.9,0.1,4,1,1,1,1,2.3770236,1639.5086309282,60
2,xalt_edges,128,60,0.05,0.9,0.1,4,1,1,1,1,1.8464652,1639.5086309282,60
3,xalt_edges,128,60,0.05,0.9,0.1,4,1,1,1,1,1.8054455,1639.5086309282,60
4,xalt_edges,128,60,0.05,0.9,0.1,4,1,1,1,1,1.853703,1639.5086309282,60
5,xalt_edges,128,60,0.05,0.9,0.1,4,1,1,1,1,2.2823378,1639.5086309282,60
6,xalt_edges,128,60,0.05,0.9,0.1,4,1,1,1,1,2.019178,1639.5086309282,60
7,xalt_edges,128,60,0.05,0.9,0.1,4,1,1,1,1,1.8202004,1639.5086309282,60
8,xalt_edges,128,60,0.05,0.9,0.1,4,1,1,1,1,1.9223335,1639.5086309282,60
9,xalt_edges,128,60,0.05,0.9,0.1,4,1,1,1,1,1.9611859,1639.5086309282,60
10,xalt_edges,128,60,0.05,0.9,0.1,4,1,1,1,1,1.8116778,1639.5086309282,60
1,xalt_edges,32,80,0.05,0.9,0.1,4,1,1,1,1,0.5851001,1593.82699919956,80
2,xalt_edges,32,80,0.05,0.9,0.1,4,1,1,1,1,0.5839318,1593.82699919956,80
3,xalt_edges,32,80,0.05,0.9,0.1,4,1,1,1,1,0.6958033,1593.82699919956,80
4,xalt_edges,32,80,0.05,0.9,0.1,4,1,1,1,1,0.8239939,1593.82699919956,80
5,xalt_edges,32,80,0.05,0.9,0.1,4,1,1,1,1,0.590195,1593.82699919956,80
6,xalt_edges,32,80,0.05,0.9,0.1,4,1,1,1,1,0.7070983,1593.82699919956,80
7,xalt_edges,32,80,0.05,0.9,0.1,4,1,1,1,1,0.7330381,1593.82699919956,80
8,xalt_edges,32,80,0.05,0.9,0.1,4,1,1,1,1,1.0007949,1593.82699919956,80
9,xalt_edges,32,80,0.05,0.9,0.1,4,1,1,1,1,0.7591708,1593.82699919956,80
10,xalt_edges,32,80,0.05,0.9,0.1,4,1,1,1,1,0.5966323,1593.82699919956,80
1,xalt_edges,64,80,0.05,0.9,0.1,4,1,1,1,1,1.2262697,1471.06035610424,80
2,xalt_edges,64,80,0.05,0.9,0.1,4,1,1,1,1,1.2712396,1471.06035610424,80
3,xalt_edges,64,80,0.05,0.9,0.1,4,1,1,1,1,1.2150644,1471.06035610424,80
4,xalt_edges,64,80,0.05,0.9,0.1,4,1,1,1,1,1.2183193,1471.06035610424,80
5,xalt_edges,64,80,0.05,0.9,0.1,4,1,1,1,1,1.2136929,1471.06035610424,80
6,xalt_edges,64,80,0.05,0.9,0.1,4,1,1,1,1,1.2422273,1471.06035610424,80
7,xalt_edges,64,80,0.05,0.9,0.1,4,1,1,1,1,1.2346397,1471.06035610424,80
8,xalt_edges,64,80,0.05,0.9,0.1,4,1,1,1,1,1.2233555,1471.06035610424,80
9,xalt_edges,64,80,0.05,0.9,0.1,4,1,1,1,1,1.5117219,1471.06035610424,80
10,xalt_edges,64,80,0.05,0.9,0.1,4,1,1,1,1,1.5393863,1471.06035610424,80
1,xalt_edges,96,80,0.05,0.9,0.1,4,1,1,1,1,4.4874341,1670.90133973843,80
2,xalt_edges,96,80,0.05,0.9,0.1,4,1,1,1,1,2.8084118,1670.90133973843,80
3,xalt_edges,96,80,0.05,0.9,0.1,4,1,1,1,1,1.9769184,1670.90133973843,80
4,xalt_edges,96,80,0.05,0.9,0.1,4,1,1,1,1,1.8555874,1670.90133973843,80
5,xalt_edges,96,80,0.05,0.9,0.1,4,1,1,1,1,1.8561831,1670.90133973843,80
6,xalt_edges,96,80,0.05,0.9,0.1,4,1,1,1,1,1.8698989,1670.90133973843,80
7,xalt_edges,96,80,0.05,0.9,0.1,4,1,1,1,1,1.8254387,1670.90133973843,80
8,xalt_edges,96,80,0.05,0.9,0.1,4,1,1,1,1,1.961156,1670.90133973843,80
9,xalt_edges,96,80,0.05,0.9,0.1,4,1,1,1,1,1.8236638,1670.90133973843,80
10,xalt_edges,96,80,0.05,0.9,0.1,4,1,1,1,1,1.8263989,1670.90133973843,80
1,xalt_edges,128,80,0.05,0.9,0.1,4,1,1,1,1,2.443085,1639.5086309282,80
2,xalt_edges,128,80,0.05,0.9,0.1,4,1,1,1,1,2.4359445,1639.5086309282,80
3,xalt_edges,128,80,0.05,0.9,0.1,4,1,1,1,1,2.4501178,1639.5086309282,80
4,xalt_edges,128,80,0.05,0.9,0.1,4,1,1,1,1,2.4515149,1639.5086309282,80
5,xalt_edges,128,80,0.05,0.9,0.1,4,1,1,1,1,2.443834,1639.5086309282,80
6,xalt_edges,128,80,0.05,0.9,0.1,4,1,1,1,1,2.4567071,1639.5086309282,80
7,xalt_edges,128,80,0.05,0.9,0.1,4,1,1,1,1,2.4742742,1639.5086309282,80
8,xalt_edges,128,80,0.05,0.9,0.1,4,1,1,1,1,2.4587194,1639.5086309282,80
9,xalt_edges,128,80,0.05,0.9,0.1,4,1,1,1,1,2.4440175,1639.5086309282,80
10,xalt_edges,128,80,0.05,0.9,0.1,4,1,1,1,1,2.4714361,1639.5086309282,80
1,xalt_edges,32,100,0.05,0.9,0.1,4,1,1,1,1,0.7392231,1585.02388278344,100
2,xalt_edges,32,100,0.05,0.9,0.1,4,1,1,1,1,0.7441796,1585.02388278344,100
3,xalt_edges,32,100,0.05,0.9,0.1,4,1,1,1,1,0.7365107,1585.02388278344,100
4,xalt_edges,32,100,0.05,0.9,0.1,4,1,1,1,1,0.7334066,1585.02388278344,100
5,xalt_edges,32,100,0.05,0.9,0.1,4,1,1,1,1,0.7515854,1585.02388278344,100
6,xalt_edges,32,100,0.05,0.9,0.1,4,1,1,1,1,0.7864559,1585.02388278344,100
7,xalt_edges,32,100,0.05,0.9,0.1,4,1,1,1,1,0.7863995,1585.02388278344,100
8,xalt_edges,32,100,0.05,0.9,0.1,4,1,1,1,1,0.7248976,1585.02388278344,100
9,xalt_edges,32,100,0.05,0.9,0.1,4,1,1,1,1,0.7497979,1585.02388278344,100
10,xalt_edges,32,100,0.05,0.9,0.1,4,1,1,1,1,0.7451392,1585.02388278344,100
1,xalt_edges,64,100,0.05,0.9,0.1,4,1,1,1,1,1.5339489,1471.06035610424,100
2,xalt_edges,64,100,0.05,0.9,0.1,4,1,1,1,1,1.5500202,1471.06035610424,100
3,xalt_edges,64,100,0.05,0.9,0.1,4,1,1,1,1,1.5355302,1471.06035610424,100
4,xalt_edges,64,100,0.05,0.9,0.1,4,1,1,1,1,1.5322724,1471.06035610424,100
5,xalt_edges,64,100,0.05,0.9,0.1,4,1,1,1,1,1.759145,1471.06035610424,100
6,xalt_edges,64,100,0.05,0.9,0.1,4,1,1,1,1,1.7045583,1471.06035610424,100
7,xalt_edges,64,100,0.05,0.9,0.1,4,1,1,1,1,1.8368889,1471.06035610424,100
8,xalt_edges,64,100,0.05,0.9,0.1,4,1,1,1,1,1.669218,1471.06035610424,100
9,xalt_edges,64,100,0.05,0.9,0.1,4,1,1,1,1,1.5919,1471.06035610424,100
10,xalt_edges,64,100,0.05,0.9,0.1,4,1,1,1,1,2.2134692,1471.06035610424,100
1,xalt_edges,96,100,0.05,0.9,0.1,4,1,1,1,1,3.4512003,1620.3477244115,100
2,xalt_edges,96,100,0.05,0.9,0.1,4,1,1,1,1,3.2945812,1620.3477244115,100
3,xalt_edges,96,100,0.05,0.9,0.1,4,1,1,1,1,2.7295878,1620.3477244115,100
4,xalt_edges,96,100,0.05,0.9,0.1,4,1,1,1,1,2.7114091,1620.3477244115,100
5,xalt_edges,96,100,0.05,0.9,0.1,4,1,1,1,1,2.4131084,1620.3477244115,100
6,xalt_edges,96,100,0.05,0.9,0.1,4,1,1,1,1,2.4768127,1620.3477244115,100
7,xalt_edges,96,100,0.05,0.9,0.1,4,1,1,1,1,2.3342218,1620.3477244115,100
8,xalt_edges,96,100,0.05,0.9,0.1,4,1,1,1,1,2.8238314,1620.3477244115,100
9,xalt_edges,96,100,0.05,0.9,0.1,4,1,1,1,1,2.8545195,1620.3477244115,100
10,xalt_edges,96,100,0.05,0.9,0.1,4,1,1,1,1,2.7045332,1620.3477244115,100
1,xalt_edges,128,100,0.05,0.9,0.1,4,1,1,1,1,4.8021397,1618.018144041,100
2,xalt_edges,128,100,0.05,0.9,0.1,4,1,1,1,1,3.9252385,1618.018144041,100
3,xalt_edges,128,100,0.05,0.9,0.1,4,1,1,1,1,3.8854794,1618.018144041,100
4,xalt_edges,128,100,0.05,0.9,0.1,4,1,1,1,1,4.225107,1618.018144041,100
5,xalt_edges,128,100,0.05,0.9,0.1,4,1,1,1,1,4.886898,1618.018144041,100
6,xalt_edges,128,100,0.05,0.9,0.1,4,1,1,1,1,3.2370253,1618.018144041,100
7,xalt_edges,128,100,0.05,0.9,0.1,4,1,1,1,1,3.3531863,1618.018144041,100
8,xalt_edges,128,100,0.05,0.9,0.1,4,1,1,1,1,3.8951471,1618.018144041,100
9,xalt_edges,128,100,0.05,0.9,0.1,4,1,1,1,1,4.2396331,1618.018144041,100
10,xalt_edges,128,100,0.05,0.9,0.1,4,1,1,1,1,3.9665929,1618.018144041,100
1,xalt_edges,32,30,0,0.95,0.1,4,1,1,1,1,0.3352498,1972.60078395015,30
2,xalt_edges,32,30,0,0.95,0.1,4,1,1,1,1,0.3561333,1972.60078395015,30
3,xalt_edges,32,30,0,0.95,0.1,4,1,1,1,1,0.3373909,1972.60078395015,30
4,xalt_edges,32,30,0,0.95,0.1,4,1,1,1,1,0.3467194,1972.60078395015,30
5,xalt_edges,32,30,0,0.95,0.1,4,1,1,1,1,0.3590868,1972.60078395015,30
6,xalt_edges,32,30,0,0.95,0.1,4,1,1,1,1,0.3417303,1972.60078395015,30
7,xalt_edges,32,30,0,0.95,0.1,4,1,1,1,1,0.3446669,1972.60078395015,30
8,xalt_edges,32,30,0,0.95,0.1,4,1,1,1,1,0.3606771,1972.60078395015,30
9,xalt_edges,32,30,0,0.95,0.1,4,1,1,1,1,0.3432368,1972.60078395015,30
10,xalt_edges,32,30,0,0.95,0.1,4,1,1,1,1,0.3121007,1972.60078395015,30
1,xalt_edges,64,30,0,0.95,0.1,4,1,1,1,1,0.544728,1897.09837849402,30
2,xalt_edges,64,30,0,0.95,0.1,4,1,1,1,1,0.5394331,1897.09837849402,30
3,xalt_edges,64,30,0,0.95,0.1,4,1,1,1,1,0.5368472,1897.09837849402,30
4,xalt_edges,64,30,0,0.95,0.1,4,1,1,1,1,0.5650088,1897.09837849402,30
5,xalt_edges,64,30,0,0.95,0.1,4,1,1,1,1,0.5721215,1897.09837849402,30
6,xalt_edges,64,30,0,0.95,0.1,4,1,1,1,1,0.5650059,1897.09837849402,30
7,xalt_edges,64,30,0,0.95,0.1,4,1,1,1,1,0.5378007,1897.09837849402,30
8,xalt_edges,64,30,0,0.95,0.1,4,1,1,1,1,0.5527537,1897.09837849402,30
9,xalt_edges,64,30,0,0.95,0.1,4,1,1,1,1,0.5384063,1897.09837849402,30
10,xalt_edges,64,30,0,0.95,0.1,4,1,1,1,1,0.5409338,1897.09837849402,30
1,xalt_edges,96,30,0,0.95,0.1,4,1,1,1,1,0.8067906,1838.29617917001,30
2,xalt_edges,96,30,0,0.95,0.1,4,1,1,1,1,0.7972561,1838.29617917001,30
3,xalt_edges,96,30,0,0.95,0.1,4,1,1,1,1,0.9319025,1838.29617917001,30
4,xalt_edges,96,30,0,0.95,0.1,4,1,1,1,1,1.5120496,1838.29617917001,30
5,xalt_edges,96,30,0,0.95,0.1,4,1,1,1,1,1.0122995,1838.29617917001,30
6,xalt_edges,96,30,0,0.95,0.1,4,1,1,1,1,0.9813962,1838.29617917001,30
7,xalt_edges,96,30,0,0.95,0.1,4,1,1,1,1,1.0012552,1838.29617917001,30
8,xalt_edges,96,30,0,0.95,0.1,4,1,1,1,1,0.9654915,1838.29617917001,30
9,xalt_edges,96,30,0,0.95,0.1,4,1,1,1,1,0.9646453,1838.29617917001,30
10,xalt_edges,96,30,0,0.95,0.1,4,1,1,1,1,1.0685652,1838.29617917001,30
1,xalt_edges,128,30,0,0.95,0.1,4,1,1,1,1,1.3049635,2143.42476887248,30
2,xalt_edges,128,30,0,0.95,0.1,4,1,1,1,1,1.3602183,2143.42476887248,30
3,xalt_edges,128,30,0,0.95,0.1,4,1,1,1,1,1.2540411,2143.42476887248,30
4,xalt_edges,128,30,0,0.95,0.1,4,1,1,1,1,1.1135365,2143.42476887248,30
5,xalt_edges,128,30,0,0.95,0.1,4,1,1,1,1,1.055764,2143.42476887248,30
6,xalt_edges,128,30,0,0.95,0.1,4,1,1,1,1,1.1202981,2143.42476887248,30
7,xalt_edges,128,30,0,0.95,0.1,4,1,1,1,1,1.2038602,2143.42476887248,30
8,xalt_edges,128,30,0,0.95,0.1,4,1,1,1,1,1.3953671,2143.42476887248,30
9,xalt_edges,128,30,0,0.95,0.1,4,1,1,1,1,1.3417881,2143.42476887248,30
10,xalt_edges,128,30,0,0.95,0.1,4,1,1,1,1,1.0692133,2143.42476887248,30
1,xalt_edges,32,40,0,0.95,0.1,4,1,1,1,1,0.3544357,2056.04935358409,40
2,xalt_edges,32,40,0,0.95,0.1,4,1,1,1,1,0.3418579,2056.04935358409,40
3,xalt_edges,32,40,0,0.95,0.1,4,1,1,1,1,0.3615218,2056.04935358409,40
4,xalt_edges,32,40,0,0.95,0.1,4,1,1,1,1,0.3764707,2056.04935358409,40
5,xalt_edges,32,40,0,0.95,0.1,4,1,1,1,1,0.3591549,2056.04935358409,40
6,xalt_edges,32,40,0,0.95,0.1,4,1,1,1,1,0.3503702,2056.04935358409,40
7,xalt_edges,32,40,0,0.95,0.1,4,1,1,1,1,0.3438252,2056.04935358409,40
8,xalt_edges,32,40,0,0.95,0.1,4,1,1,1,1,0.3385489,2056.04935358409,40
9,xalt_edges,32,40,0,0.95,0.1,4,1,1,1,1,0.3477235,2056.04935358409,40
10,xalt_edges,32,40,0,0.95,0.1,4,1,1,1,1,0.345414,2056.04935358409,40
1,xalt_edges,64,40,0,0.95,0.1,4,1,1,1,1,0.6839166,2121.14857125915,40
2,xalt_edges,64,40,0,0.95,0.1,4,1,1,1,1,0.7185831,2121.14857125915,40
3,xalt_edges,64,40,0,0.95,0.1,4,1,1,1,1,0.9328495,2121.14857125915,40
4,xalt_edges,64,40,0,0.95,0.1,4,1,1,1,1,0.982801,2121.14857125915,40
5,xalt_edges,64,40,0,0.95,0.1,4,1,1,1,1,0.8952773,2121.14857125915,40
6,xalt_edges,64,40,0,0.95,0.1,4,1,1,1,1,0.6794894,2121.14857125915,40
7,xalt_edges,64,40,0,0.95,0.1,4,1,1,1,1,0.6518682,2121.14857125915,40
8,xalt_edges,64,40,0,0.95,0.1,4,1,1,1,1,0.6436756,2121.14857125915,40
9,xalt_edges,64,40,0,0.95,0.1,4,1,1,1,1,1.4810342,2121.14857125915,40
10,xalt_edges,64,40,0,0.95,0.1,4,1,1,1,1,1.5799741,2121.14857125915,40
1,xalt_edges,96,40,0,0.95,0.1,4,1,1,1,1,1.5612271,1937.52685689735,40
2,xalt_edges,96,40,0,0.95,0.1,4,1,1,1,1,1.1155045,1937.52685689735,40
3,xalt_edges,96,40,0,0.95,0.1,4,1,1,1,1,1.110861,1937.52685689735,40
4,xalt_edges,96,40,0,0.95,0.1,4,1,1,1,1,1.1128943,1937.52685689735,40
5,xalt_edges,96,40,0,0.95,0.1,4,1,1,1,1,1.1034462,1937.52685689735,40
6,xalt_edges,96,40,0,0.95,0.1,4,1,1,1,1,1.0901029,1937.52685689735,40
7,xalt_edges,96,40,0,0.95,0.1,4,1,1,1,1,1.1122773,1937.52685689735,40
8,xalt_edges,96,40,0,0.95,0.1,4,1,1,1,1,1.0930687,1937.52685689735,40
9,xalt_edges,96,40,0,0.95,0.1,4,1,1,1,1,1.129653,1937.52685689735,40
10,xalt_edges,96,40,0,0.95,0.1,4,1,1,1,1,1.1358122,1937.52685689735,40
1,xalt_edges,128,40,0,0.95,0.1,4,1,1,1,1,1.4563219,2213.39926082579,40
2,xalt_edges,128,40,0,0.95,0.1,4,1,1,1,1,1.458853,2213.39926082579,40
3,xalt_edges,128,40,0,0.95,0.1,4,1,1,1,1,1.4456654,2213.39926082579,40
4,xalt_edges,128,40,0,0.95,0.1,4,1,1,1,1,1.4441194,2213.39926082579,40
5,xalt_edges,128,40,0,0.95,0.1,4,1,1,1,1,1.5797098,2213.39926082579,40
6,xalt_edges,128,40,0,0.95,0.1,4,1,1,1,1,1.4240295,2213.39926082579,40
7,xalt_edges,128,40,0,0.95,0.1,4,1,1,1,1,1.4274618,2213.39926082579,40
8,xalt_edges,128,40,0,0.95,0.1,4,1,1,1,1,1.4220887,2213.39926082579,40
9,xalt_edges,128,40,0,0.95,0.1,4,1,1,1,1,1.414729,2213.39926082579,40
10,xalt_edges,128,40,0,0.95,0.1,4,1,1,1,1,1.4328629,2213.39926082579,40
1,xalt_edges,32,60,0,0.95,0.1,4,1,1,1,1,0.6844019,2080.5099231295,60
2,xalt_edges,32,60,0,0.95,0.1,4,1,1,1,1,0.5525908,2080.5099231295,60
3,xalt_edges,32,60,0,0.95,0.1,4,1,1,1,1,0.5734518,2080.5099231295,60
4,xalt_edges,32,60,0,0.95,0.1,4,1,1,1,1,0.5648839,2080.5099231295,60
5,xalt_edges,32,60,0,0.95,0.1,4,1,1,1,1,0.548244,2080.5099231295,60
6,xalt_edges,32,60,0,0.95,0.1,4,1,1,1,1,0.5562961,2080.5099231295,60
7,xalt_edges,32,60,0,0.95,0.1,4,1,1,1,1,0.5587887,2080.5099231295,60
8,xalt_edges,32,60,0,0.95,0.1,4,1,1,1,1,0.5597879,2080.5099231295,60
9,xalt_edges,32,60,0,0.95,0.1,4,1,1,1,1,0.5538726,2080.5099231295,60
10,xalt_edges,32,60,0,0.95,0.1,4,1,1,1,1,0.5487512,2080.5099231295,60
1,xalt_edges,64,60,0,0.95,0.1,4,1,1,1,1,1.0772437,2194.46273297509,60
2,xalt_edges,64,60,0,0.95,0.1,4,1,1,1,1,1.0850812,2194.46273297509,60
3,xalt_edges,64,60,0,0.95,0.1,4,1,1,1,1,1.0785748,2194.46273297509,60
4,xalt_edges,64,60,0,0.95,0.1,4,1,1,1,1,1.1003762,2194.46273297509,60
5,xalt_edges,64,60,0,0.95,0.1,4,1,1,1,1,1.0827871,2194.46273297509,60
6,xalt_edges,64,60,0,0.95,0.1,4,1,1,1,1,1.0796812,2194.46273297509,60
7,xalt_edges,64,60,0,0.95,0.1,4,1,1,1,1,1.0896938,2194.46273297509,60
8,xalt_edges,64,60,0,0.95,0.1,4,1,1,1,1,1.0920107,2194.46273297509,60
9,xalt_edges,64,60,0,0.95,0.1,4,1,1,1,1,1.1638462,2194.46273297509,60
10,xalt_edges,64,60,0,0.95,0.1,4,1,1,1,1,1.0795064,2194.46273297509,60
1,xalt_edges,96,60,0,0.95,0.1,4,1,1,1,1,1.6126796,2153.39189384862,60
2,xalt_edges,96,60,0,0.95,0.1,4,1,1,1,1,1.8354227,2153.39189384862,60
3,xalt_edges,96,60,0,0.95,0.1,4,1,1,1,1,1.6163286,2153.39189384862,60
4,xalt_edges,96,60,0,0.95,0.1,4,1,1,1,1,1.8016855,2153.39189384862,60
5,xalt_edges,96,60,0,0.95,0.1,4,1,1,1,1,1.6154897,2153.39189384862,60
6,xalt_edges,96,60,0,0.95,0.1,4,1,1,1,1,1.6325067,2153.39189384862,60
7,xalt_edges,96,60,0,0.95,0.1,4,1,1,1,1,1.6120493,2153.39189384862,60
8,xalt_edges,96,60,0,0.95,0.1,4,1,1,1,1,1.6168777,2153.39189384862,60
9,xalt_edges,96,60,0,0.95,0.1,4,1,1,1,1,1.9195476,2153.39189384862,60
10,xalt_edges,96,60,0,0.95,0.1,4,1,1,1,1,1.8450942,2153.39189384862,60
1,xalt_edges,128,60,0,0.95,0.1,4,1,1,1,1,2.1323296,2146.46877530167,60
2,xalt_edges,128,60,0,0.95,0.1,4,1,1,1,1,2.1356624,2146.46877530167,60
3,xalt_edges,128,60,0,0.95,0.1,4,1,1,1,1,2.1148486,2146.46877530167,60
4,xalt_edges,128,60,0,0.95,0.1,4,1,1,1,1,2.346124,2146.46877530167,60
5,xalt_edges,128,60,0,0.95,0.1,4,1,1,1,1,2.172672,2146.46877530167,60
6,xalt_edges,128,60,0,0.95,0.1,4,1,1,1,1,2.1517831,2146.46877530167,60
7,xalt_edges,128,60,0,0.95,0.1,4,1,1,1,1,2.1361205,2146.46877530167,60
8,xalt_edges,128,60,0,0.95,0.1,4,1,1,1,1,2.1698993,2146.46877530167,60
9,xalt_edges,128,60,0,0.95,0.1,4,1,1,1,1,2.124273,2146.46877530167,60
10,xalt_edges,128,60,0,0.95,0.1,4,1,1,1,1,2.1394745,2146.46877530167,60
1,xalt_edges,32,80,0,0.95,0.1,4,1,1,1,1,0.7378913,2101.98864782475,80
2,xalt_edges,32,80,0,0.95,0.1,4,1,1,1,1,0.7364793,2101.98864782475,80
3,xalt_edges,32,80,0,0.95,0.1,4,1,1,1,1,0.743538,2101.98864782475,80
4,xalt_edges,32,80,0,0.95,0.1,4,1,1,1,1,0.7371967,2101.98864782475,80
5,xalt_edges,32,80,0,0.95,0.1,4,1,1,1,1,0.7421122,2101.98864782475,80
6,xalt_edges,32,80,0,0.95,0.1,4,1,1,1,1,0.7480875,2101.98864782475,80
7,xalt_edges,32,80,0,0.95,0.1,4,1,1,1,1,0.7462424,2101.98864782475,80
8,xalt_edges,32,80,0,0.95,0.1,4,1,1,1,1,0.7373449,2101.98864782475,80
9,xalt_edges,32,80,0,0.95,0.1,4,1,1,1,1,0.7504894,2101.98864782475,80
10,xalt_edges,32,80,0,0.95,0.1,4,1,1,1,1,0.7488535,2101.98864782475,80
1,xalt_edges,64,80,0,0.95,0.1,4,1,1,1,1,1.5686452,2029.74045481449,80
2,xalt_edges,64,80,0,0.95,0.1,4,1,1,1,1,1.6605307,2029.74045481449,80
3,xalt_edges,64,80,0,0.95,0.1,4,1,1,1,1,1.448519,2029.74045481449,80
4,xalt_edges,64,80,0,0.95,0.1,4,1,1,1,1,1.443805,2029.74045481449,80
5,xalt_edges,64,80,0,0.95,0.1,4,1,1,1,1,1.4487273,2029.74045481449,80
6,xalt_edges,64,80,0,0.95,0.1,4,1,1,1,1,1.4358161,2029.74045481449,80
7,xalt_edges,64,80,0,0.95,0.1,4,1,1,1,1,1.4550729,2029.74045481449,80
8,xalt_edges,64,80,0,0.95,0.1,4,1,1,1,1,1.4537611,2029.74045481449,80
9,xalt_edges,64,80,0,0.95,0.1,4,1,1,1,1,1.4719335,2029.74045481449,80
10,xalt_edges,64,80,0,0.95,0.1,4,1,1,1,1,1.4545075,2029.74045481449,80
1,xalt_edges,96,80,0,0.95,0.1,4,1,1,1,1,2.159352,2067.91867445947,80
2,xalt_edges,96,80,0,0.95,0.1,4,1,1,1,1,2.1638908,2067.91867445947,80
3,xalt_edges,96,80,0,0.95,0.1,4,1,1,1,1,2.2007427,2067.91867445947,80
4,xalt_edges,96,80,0,0.95,0.1,4,1,1,1,1,2.2526346,2067.91867445947,80
5,xalt_edges,96,80,0,0.95,0.1,4,1,1,1,1,2.1539564,2067.91867445947,80
6,xalt_edges,96,80,0,0.95,0.1,4,1,1,1,1,2.1503734,2067.91867445947,80
7,xalt_edges,96,80,0,0.95,0.1,4,1,1,1,1,2.1350164,2067.91867445947,80
8,xalt_edges,96,80,0,0.95,0.1,4,1,1,1,1,2.160819,2067.91867445947,80
9,xalt_edges,96,80,0,0.95,0.1,4,1,1,1,1,2.1467652,2067.91867445947,80
10,xalt_edges,96,80,0,0.95,0.1,4,1,1,1,1,2.1680253,2067.91867445947,80
1,xalt_edges,128,80,0,0.95,0.1,4,1,1,1,1,3.0497118,2003.76486192877,80
2,xalt_edges,128,80,0,0.95,0.1,4,1,1,1,1,3.6823366,2003.76486192877,80
3,xalt_edges,128,80,0,0.95,0.1,4,1,1,1,1,3.0774044,2003.76486192877,80
4,xalt_edges,128,80,0,0.95,0.1,4,1,1,1,1,3.0409752,2003.76486192877,80
5,xalt_edges,128,80,0,0.95,0.1,4,1,1,1,1,2.9519419,2003.76486192877,80
6,xalt_edges,128,80,0,0.95,0.1,4,1,1,1,1,3.309832,2003.76486192877,80
7,xalt_edges,128,80,0,0.95,0.1,4,1,1,1,1,3.2696536,2003.76486192877,80
8,xalt_edges,128,80,0,0.95,0.1,4,1,1,1,1,3.0886708,2003.76486192877,80
9,xalt_edges,128,80,0,0.95,0.1,4,1,1,1,1,3.1250969,2003.76486192877,80
10,xalt_edges,128,80,0,0.95,0.1,4,1,1,1,1,4.8060221,2003.76486192877,80
1,xalt_edges,32,100,0,0.95,0.1,4,1,1,1,1,1.0545213,1984.45795913728,100
2,xalt_edges,32,100,0,0.95,0.1,4,1,1,1,1,1.0378552,1984.45795913728,100
3,xalt_edges,32,100,0,0.95,0.1,4,1,1,1,1,0.9619063,1984.45795913728,100
4,xalt_edges,32,100,0,0.95,0.1,4,1,1,1,1,0.9599113,1984.45795913728,100
5,xalt_edges,32,100,0,0.95,0.1,4,1,1,1,1,0.9442407,1984.45795913728,100
6,xalt_edges,32,100,0,0.95,0.1,4,1,1,1,1,0.9016728,1984.45795913728,100
7,xalt_edges,32,100,0,0.95,0.1,4,1,1,1,1,0.9076555,1984.45795913728,100
8,xalt_edges,32,100,0,0.95,0.1,4,1,1,1,1,0.924692,1984.45795913728,100
