NumberOfRuns,CROSSOVER,NIND,MAXGEN,ELITIST,PR_CROSS,PR_MUT,stoppingCriteria,n_percentage,delta,InitializationMethode,RepresentationMethode,MutationMethode,Time,ShortestPath,Generations
5,xalt_edges,300,300,0.1,0.65,0.15,4,0.5,70,1,1,scramble,3.874326,1804.04811262366,300
6,xalt_edges,300,300,0.1,0.65,0.15,4,0.5,70,1,1,scramble,3.1388566,1959.08267548084,244
7,xalt_edges,300,300,0.1,0.65,0.15,4,0.5,70,1,1,scramble,3.8695232,1869.85187567818,300
8,xalt_edges,300,300,0.1,0.65,0.15,4,0.5,70,1,1,scramble,3.4577703,1943.08623225876,268
9,xalt_edges,300,300,0.1,0.65,0.15,4,0.5,70,1,1,scramble,3.6924857,1780.81974906975,287
10,xalt_edges,300,300,0.1,0.65,0.15,4,0.5,70,1,1,scramble,3.8783562,2033.40848542894,300
1,xpmx,300,300,0.1,0.65,0.15,4,0.5,70,1,1,scramble,3.8774105,1872.67156374115,300
2,xpmx,300,300,0.1,0.65,0.15,4,0.5,70,1,1,scramble,1.93078,1854.89796696177,149
3,xpmx,300,300,0.1,0.65,0.15,4,0.5,70,1,1,scramble,2.0076771,1918.21206953269,155
4,xpmx,300,300,0.1,0.65,0.15,4,0.5,70,1,1,scramble,3.8509539,1997.53784155999,300
5,xpmx,300,300,0.1,0.65,0.15,4,0.5,70,1,1,scramble,3.8569074,1804.04811262366,300
6,xpmx,300,300,0.1,0.65,0.15,4,0.5,70,1,1,scramble,3.1427329,1959.08267548084,244
7,xpmx,300,300,0.1,0.65,0.15,4,0.5,70,1,1,scramble,3.8564731,1869.85187567818,300
8,xpmx,300,300,0.1,0.65,0.15,4,0.5,70,1,1,scramble,3.4716142,1943.08623225876,268
9,xpmx,300,300,0.1,0.65,0.15,4,0.5,70,1,1,scramble,3.6861175,1780.81974906975,287
10,xpmx,300,300,0.1,0.65,0.15,4,0.5,70,1,1,scramble,3.8305318,2033.40848542894,300
1,x_orderx,300,300,0.1,0.65,0.15,4,0.5,70,1,1,scramble,3.8538921,1872.67156374115,300
2,x_orderx,300,300,0.1,0.65,0.15,4,0.5,70,1,1,scramble,1.9020717,1854.89796696177,149
3,x_orderx,300,300,0.1,0.65,0.15,4,0.5,70,1,1,scramble,1.9916975,1918.21206953269,155
4,x_orderx,300,300,0.1,0.65,0.15,4,0.5,70,1,1,scramble,3.8698517,1997.53784155999,300
5,x_orderx,300,300,0.1,0.65,0.15,4,0.5,70,1,1,scramble,3.8962254,1804.04811262366,300
6,x_orderx,300,300,0.1,0.65,0.15,4,0.5,70,1,1,scramble,3.174934,1959.08267548084,244
7,x_orderx,300,300,0.1,0.65,0.15,4,0.5,70,1,1,scramble,3.8954848,1869.85187567818,300
8,x_orderx,300,300,0.1,0.65,0.15,4,0.5,70,1,1,scramble,3.4600987,1943.08623225876,268
9,x_orderx,300,300,0.1,0.65,0.15,4,0.5,70,1,1,scramble,3.6741747,1780.81974906975,287
10,x_orderx,300,300,0.1,0.65,0.15,4,0.5,70,1,1,scramble,3.8783619,2033.40848542894,300
1,xalt_edges,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.1539152,2020.86679984903,300
2,xalt_edges,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.1580293,1986.0993061564,300
3,xalt_edges,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.1715193,1847.13886680997,300
4,xalt_edges,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.1407235,1895.91937616258,300
5,xalt_edges,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.1396654,1889.66749697201,300
6,xalt_edges,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.1213297,1892.81119258494,300
7,xalt_edges,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.10639,1892.73955179344,300
8,xalt_edges,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.1525424,1795.35118121337,300
9,xalt_edges,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.149575,1796.18558429504,300
10,xalt_edges,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.1213832,1883.2364751086,300
1,xpmx,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.18242,2020.86679984903,300
2,xpmx,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.1988466,1986.0993061564,300
3,xpmx,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.1463758,1847.13886680997,300
4,xpmx,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.136911,1895.91937616258,300
5,xpmx,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.1244257,1889.66749697201,300
6,xpmx,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.1675583,1892.81119258494,300
7,xpmx,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.1245961,1892.73955179344,300
8,xpmx,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.1501269,1795.35118121337,300
9,xpmx,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.1606593,1796.18558429504,300
10,xpmx,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.1449269,1883.2364751086,300
1,x_orderx,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.134029,2020.86679984903,300
2,x_orderx,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.1281781,1986.0993061564,300
3,x_orderx,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.1543268,1847.13886680997,300
4,x_orderx,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.1644269,1895.91937616258,300
5,x_orderx,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.2867521,1889.66749697201,300
6,x_orderx,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.1386471,1892.81119258494,300
7,x_orderx,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.1587694,1892.73955179344,300
8,x_orderx,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.1171533,1795.35118121337,300
9,x_orderx,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.1708042,1796.18558429504,300
10,x_orderx,300,300,0.01,0.15,0.15,4,0.5,70,1,1,scramble,4.1857814,1883.2364751086,300
1,xalt_edges,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,4.0046418,1796.80366316872,300
2,xalt_edges,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,3.9984809,1724.76195892639,300
3,xalt_edges,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,3.9977199,1986.76719783815,300
4,xalt_edges,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,4.0163778,1927.11464550487,300
5,xalt_edges,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,3.9799978,1802.46884337088,300
6,xalt_edges,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,3.9905329,1679.72183296534,300
7,xalt_edges,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,3.9923899,1763.30078362254,300
8,xalt_edges,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,4.1405242,1797.39943039845,300
9,xalt_edges,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,4.0314707,1925.75934135801,300
10,xalt_edges,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,4.0107781,1869.94499673273,300
1,xpmx,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,4.030884,1796.80366316872,300
2,xpmx,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,3.9940394,1724.76195892639,300
3,xpmx,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,3.9790567,1986.76719783815,300
4,xpmx,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,3.9949675,1927.11464550487,300
5,xpmx,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,4.0171641,1802.46884337088,300
6,xpmx,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,3.9904748,1679.72183296534,300
7,xpmx,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,4.212026,1763.30078362254,300
8,xpmx,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,3.9937935,1797.39943039845,300
9,xpmx,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,4.0177871,1925.75934135801,300
10,xpmx,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,3.9918893,1869.94499673273,300
1,x_orderx,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,4.0062008,1796.80366316872,300
2,x_orderx,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,4.0062483,1724.76195892639,300
3,x_orderx,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,4.0281342,1986.76719783815,300
4,x_orderx,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,3.9998414,1927.11464550487,300
5,x_orderx,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,4.0021052,1802.46884337088,300
6,x_orderx,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,4.0350031,1679.72183296534,300
7,x_orderx,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,4.0046552,1763.30078362254,300
8,x_orderx,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,3.9767097,1797.39943039845,300
9,x_orderx,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,4.0160826,1925.75934135801,300
10,x_orderx,300,300,0.05,0.15,0.15,4,0.5,70,1,1,scramble,3.9656636,1869.94499673273,300
1,xalt_edges,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,3.875117,1872.67156374115,300
2,xalt_edges,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,1.9019107,1854.89796696177,149
3,xalt_edges,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,1.997868,1918.21206953269,155
4,xalt_edges,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,3.8624746,1997.53784155999,300
5,xalt_edges,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,3.8558373,1804.04811262366,300
6,xalt_edges,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,3.1649313,1959.08267548084,244
7,xalt_edges,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,3.8442306,1869.85187567818,300
8,xalt_edges,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,3.4253453,1943.08623225876,268
9,xalt_edges,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,3.6643008,1780.81974906975,287
10,xalt_edges,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,3.8602646,2033.40848542894,300
1,xpmx,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,3.8654496,1872.67156374115,300
2,xpmx,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,1.931929,1854.89796696177,149
3,xpmx,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,1.9978988,1918.21206953269,155
4,xpmx,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,3.8706456,1997.53784155999,300
5,xpmx,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,3.8572317,1804.04811262366,300
6,xpmx,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,3.1285126,1959.08267548084,244
7,xpmx,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,3.8402664,1869.85187567818,300
8,xpmx,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,3.4548606,1943.08623225876,268
9,xpmx,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,3.6915051,1780.81974906975,287
10,xpmx,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,3.8512622,2033.40848542894,300
1,x_orderx,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,3.8790047,1872.67156374115,300
2,x_orderx,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,1.9248038,1854.89796696177,149
3,x_orderx,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,1.9906878,1918.21206953269,155
4,x_orderx,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,3.9129035,1997.53784155999,300
5,x_orderx,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,3.8652753,1804.04811262366,300
6,x_orderx,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,3.1444736,1959.08267548084,244
7,x_orderx,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,3.8511246,1869.85187567818,300
8,x_orderx,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,3.4504199,1943.08623225876,268
9,x_orderx,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,3.6849981,1780.81974906975,287
10,x_orderx,300,300,0.1,0.15,0.15,4,0.5,70,1,1,scramble,3.856696,2033.40848542894,300
1,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.7490647,1597.63751430095,300
2,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.7302132,1671.09290007629,300
3,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.7023687,1511.15194550542,300
4,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.6957318,1559.06987166687,300
5,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.6806588,1550.52997366549,300
6,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.693318,1709.63367100399,300
7,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.6622926,1552.08524437111,300
8,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.6990377,1682.09762235972,300
9,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.686586,1588.98033891774,300
10,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.7147677,1641.82433069187,300
1,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.7139237,1597.63751430095,300
2,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.7055773,1671.09290007629,300
3,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.6952328,1511.15194550542,300
4,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.6874591,1559.06987166687,300
5,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.7390558,1550.52997366549,300
6,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.711121,1709.63367100399,300
7,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.7375266,1552.08524437111,300
8,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.6824412,1682.09762235972,300
9,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.7103755,1588.98033891774,300
10,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.7063772,1641.82433069187,300
1,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.7177156,1597.63751430095,300
2,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.6662336,1671.09290007629,300
3,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.6721131,1511.15194550542,300
4,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.6695314,1559.06987166687,300
5,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.6917647,1550.52997366549,300
6,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.7375475,1709.63367100399,300
7,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.682442,1552.08524437111,300
8,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.7882506,1682.09762235972,300
9,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.7513519,1588.98033891774,300
10,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,1,1,scramble,4.7129153,1641.82433069187,300
1,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5721347,1636.82007099084,300
2,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5540171,1611.67576946514,300
3,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.518863,1641.23161563166,300
4,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5160121,1662.20181845082,300
5,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5194048,1838.13402546712,300
6,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5180475,1513.02372820653,300
7,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5647121,1650.63490681616,300
8,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5351636,1642.1361742803,300
9,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.536812,1628.27854505676,300
10,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5202911,1643.0105353053,300
1,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5213575,1636.82007099084,300
2,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5499001,1611.67576946514,300
3,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5906504,1641.23161563166,300
4,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5258749,1662.20181845082,300
5,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5309075,1838.13402546712,300
6,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5391188,1513.02372820653,300
7,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5186443,1650.63490681616,300
8,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5379542,1642.1361742803,300
9,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5316756,1628.27854505676,300
10,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5330998,1643.0105353053,300
1,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5312936,1636.82007099084,300
2,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5501614,1611.67576946514,300
3,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5484319,1641.23161563166,300
4,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5577043,1662.20181845082,300
5,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5283895,1838.13402546712,300
6,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5418999,1513.02372820653,300
7,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5290337,1650.63490681616,300
8,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5305426,1642.1361742803,300
9,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5347716,1628.27854505676,300
10,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,1,1,scramble,4.5154997,1643.0105353053,300
1,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.4960632,1643.24798510142,300
2,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.3324507,1719.84166239707,300
3,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.3388446,1796.50120049242,300
4,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.3544067,1686.32348203261,300
5,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.3744317,1588.04635082534,300
6,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.3671345,1820.49028689415,300
7,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.3477958,1653.25189253934,300
8,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.353101,1647.12113880133,300
9,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.3859413,1847.68293520314,300
10,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.3664938,1655.49565541967,300
1,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.3694506,1643.24798510142,300
2,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.3632554,1719.84166239707,300
3,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.2991227,1796.50120049242,300
4,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.3637806,1686.32348203261,300
5,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.3443202,1588.04635082534,300
6,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.359018,1820.49028689415,300
7,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.3392531,1653.25189253934,300
8,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.3407597,1647.12113880133,300
9,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.3296779,1847.68293520314,300
10,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.3281523,1655.49565541967,300
1,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.3651273,1643.24798510142,300
2,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.3262715,1719.84166239707,300
3,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.3441063,1796.50120049242,300
4,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.4011436,1686.32348203261,300
5,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.3333634,1588.04635082534,300
6,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.3628316,1820.49028689415,300
7,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.3574767,1653.25189253934,300
8,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.3345583,1647.12113880133,300
9,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.4011512,1847.68293520314,300
10,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,1,1,scramble,4.3599671,1655.49565541967,300
1,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.6869985,1597.63751430095,300
2,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.6596824,1671.09290007629,300
3,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.6975736,1511.15194550542,300
4,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.6892723,1559.06987166687,300
5,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.6854842,1550.52997366549,300
6,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.7252739,1709.63367100399,300
7,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.7232819,1552.08524437111,300
8,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.779251,1682.09762235972,300
9,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.8477351,1588.98033891774,300
10,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.7163648,1641.82433069187,300
1,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.6780867,1597.63751430095,300
2,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.6666481,1671.09290007629,300
3,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.6744688,1511.15194550542,300
4,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.6889616,1559.06987166687,300
5,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.6919972,1550.52997366549,300
6,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.6941986,1709.63367100399,300
7,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.6513877,1552.08524437111,300
8,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.6971511,1682.09762235972,300
9,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.7263814,1588.98033891774,300
10,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.761768,1641.82433069187,300
1,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.6899932,1597.63751430095,300
2,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.6836044,1671.09290007629,300
3,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.7049099,1511.15194550542,300
4,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.6971472,1559.06987166687,300
5,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.68278,1550.52997366549,300
6,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.70492,1709.63367100399,300
7,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.6693745,1552.08524437111,300
8,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.6985764,1682.09762235972,300
9,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.6882001,1588.98033891774,300
10,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,1,1,scramble,4.7059632,1641.82433069187,300
1,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,1,1,scramble,4.5372463,1636.82007099084,300
2,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,1,1,scramble,4.5265897,1611.67576946514,300
3,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,1,1,scramble,4.5675145,1641.23161563166,300
4,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,1,1,scramble,4.5453568,1662.20181845082,300
5,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,1,1,scramble,4.5200696,1838.13402546712,300
6,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,1,1,scramble,4.5205841,1513.02372820653,300
7,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,1,1,scramble,4.5441089,1650.63490681616,300
8,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,1,1,scramble,4.5399206,1642.1361742803,300
9,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,1,1,scramble,4.5207948,1628.27854505676,300
10,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,1,1,scramble,4.5383645,1643.0105353053,300
1,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,1,1,scramble,4.4792725,1636.82007099084,300
2,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,1,1,scramble,4.4886947,1611.67576946514,300
